,0,1,2,3,4,5,6
0,"Area and production of tomato, radish and bean 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Tomato - Area,Tomato - Production,Radish - Area,Radish - Production,Beans - Area,Beans - Production
3,Chandpur Sadar,815,10560,370,9000,86,560
4,Foridganj,108,842,198,4800,197,1040
5,Haimchar,370,3000,185,1500,62,125
6,Hajiganj,75,125,67,274,27,4
7,Kachua,150,456,70,504,61,43
8,Matlab Dakshin,96,90,72,368,38,36
9,Matlab Uttar,156,454,123,757,73,199
10,Shahrasti,103,257,146,657,18,7
11,Total,1873,15784,1231,17860,562,2014
