,0,1,2,3,4,5,6
0,Area and production of oil seed by type 2010-11,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Rape  mustard - Area,Rape  mustard - Production,Ground nut - Area,Ground nut - Production,Til - Area,Til - Production
3,Chandpur Sadar,568,228,17,11,25,9
4,Foridganj,173,61,0,0,22,9
5,Haimchar,173,65,0,0,60,29
6,Hajiganj,84,31.16,6.4,1.05,0,0
7,Kachua,230,88,51,38,97,39
8,Matlab Dakshin,915,412,11,6,57,24
9,Matlab Uttar,705,264,80,56,29,12
10,Shahrasti,71,21,0,0,0,0
11,Total,2919,1170.16,165.4,112.05,290,122
