,0,1,2,3,4,5,6
0,"Number and area of pond, dighee and other area 2010-2011",,,,,,
1,(Area in acre),,,,,,
2, Upazila,Pond - Number,Pond - Area,Dighee - Number,Dighee - Area, Other area, Total Area
3,Chandpur Sadar,9503,3778,20,130,7,16
4,Foridganj,10752,5108,85,297,1277,6682
5,Haimchar,2587,292,12,24,5,73
6,Hajiganj,9490,4715,8,20,254,4989
7,Kachua,6604,3582,1,19,33,31246
8,Matlab Dakshin,3706,1505,40,42,1415,2959
9,Matlab Uttar,3896,4167,0,0,0,4167
10,Shahrasti,6078,4519,62,248,503,5270
11,Total,52616,27666,228,780,3494,55402
