,0,1,2,3,4,5
0,Number of family planning personnel working by municipality 2011,,,,,
1,Bogura,,,,,
2,,,,,,
3,Upazila,Doctor,Family planning inspector,Family planning assistant,Family planning visitor,Midwife/ birth attendant (Dais)
4,Adamdighi,0,1,2,4,0
5,Bogra sadar,3,1,6,0,0
6,Dhunat,1,1,3,2,2
7,Gabtali,1,1,1,2,1
8,Dhupchanchia,0,0,0,2,0
9,Kahaloo,1,1,3,1,6
10,Nandigram,1,1,6,1,9
11,Sariakandi,2,1,3,2,3
12,Sherpur,1,1,2,1,0
13,Shibganj,1,1,2,2,2
14,Sonatola,1,1,5,1,0
15,Shajahanpur,0,1,0,1,1
16,Total,12,11,33,19,24
