,0,1,2,3,4,5,6,7,8
0,"Number of Non government college, teacher and student 2011",,,,,,,,
1,Bogura,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of college,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
4,Adamdighi,6,181,43,224,1151,1379,2530,11
5,Bogra sadar,9,192,95,287,1302,2020,3322,12
6,Dhunat,9,242,38,280,1688,1690,3378,13
7,Gabtali,8,189,24,213,4382,1809,6191,29
8,Dhupchanchia,5,215,28,243,1173,1556,2729,11
9,Kahaloo,2,72,26,98,469,297,766,80
10,Nandigram,4,122,29,151,657,695,1352,90
11,Sariakandi,5,135,31,166,1711,1167,2872,70
12,Sherpur,6,190,40,230,1945,1205,3150,14
13,Shibganj,8,262,64,326,2249,2548,4797,50
14,Sonatola,3,49,14,63,576,588,1164,19
15,Shajahanpur,5,91,26,117,933,520,1453,12
16,Total,70,1940,458,2398,18236,15474,33704,14
