,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,Bogura,,,,,,,
2,,,,,,,,
3,Upazila,Pond,Dighee,River flow,Flood camp/ shelter,Cyclone shelter,Stadium/ playground,Park/ amusement park
4,Adamdighi,6442,0,0,0,0,21,1
5,Bogra sadar,3315,0,1,0,0,23,4
6,Dhunat,1936,68,4,1,0,7,0
7,Dhupchanchia,3490,7,1,0,0,42,0
8,Gabtali,4288,0,4,0,0,0,0
9,Kahaloo,9540,0,1,0,0,0,0
10,Nandigram,4076,0,2,0,0,76,0
11,Sariakandi,293,0,3,3,0,1,0
12,Shajahanpur,3379,0,0,0,0,0,0
13,Sherpur,3338,22,0,0,0,62,1
14,Shibganj,10900,19,1,0,0,66,0
15,Sonatola,3109,0,3,1,0,1,0
16,Total,54106,116,20,5,0,299,7
