,0,1,2,3,4,5,6
0,Annual average wholesale price of selected building materials 2011,,,,,,
1,Bogura,,,,,,
2,(Price in taka),,,,,,
3,Upazila,Brick-01 (per1000),Cement (per 50 kg bag),Iron bar (per ton),Sand-01 (per c.f.t.),Sand -02 (per c.f.t.),Stone (per c.f.t.)
4,Adamdighi,5200,375,61300,0,0,0
5,Bogra sadar,5500,375,52000,14,9,65
6,Dhunat,6000,470,57500,12,13,95
7,Gabtali,4800,370,62000,14,12,80
8,Dhupchanchia,5200,390,52000,22,16,60
9,Kahaloo,6300,480,62000,22,15,110
10,Nandigram,5600,450,56000,30,20,75
11,Sariakandi,6200,475,64000,29,19,0
12,Sherpur,6000,425,70000,15,14,65
13,Shibganj,5600,435,6000,15,12,40
14,Sonatola,5800,405,58000,36,20,75
15,Shajahanpur,5500,360,52000,16,16,60
16,Average,5642,418,54400,19,14,60
