,0,1,2,3,4,5
0,"Number of cinema hall, registered club, auditorium, public library and orphanage 2011",,,,,
1,Bogura,,,,,
2,,,,,,
3,Upazila,Cinema hall,Registered club,Library,Orphanage,Auditorium
4,Adamdighi,3,56,0,7,2
5,Bogra sadar,4,170,5,3,8
6,Dhunat,3,93,1,6,0
7,Gabtali,1,3,0,4,1
8,Dhupchanchia,1,114,1,2,1
9,Kahaloo,1,220,1,3,1
10,Nandigram,0,24,1,8,1
11,Sariakandi,1,10,1,5,0
12,Sherpur,2,124,1,6,1
13,Shibganj,6,145,15,13,1
14,Sonatola,1,34,15,2,3
15,Shajahanpur,1,82,0,1,1
16,Total,24,1075,41,60,20
