,0,1,2,3,4,5
0,Employment status in handloom industry 2011,,,,,
1,Bogura,,,,,
2,,,,,,
3,Upazila,Number of handloom,Person engaged Family member,Person engaged Regular,Person engaged Hired /Casual,Total
4,Adamdighi,1274,1862,492,474,2228
5,Bogra sadar,172,207,344,696,1247
6,Dhunat,533,389,107,37,533
7,Gabtali,68,136,0,0,136
8,Dhupchanchia,650,1450,1175,800,3425
9,Kahaloo,941,2823,1882,0,4705
10,Nandigram,41,68,27,0,95
11,Sariakandi,0,0,0,0,0
12,Sherpur,66,30,66,33,99
13,Shibganj,297,297,0,0,297
14,Sonatola,120,260,300,110,670
15,Shajahanpur,0,0,0,0,0
16,Total,4162,7522,4393,2150,13435
