,0,1,2,3,4
0,Number of rice mill and person engaged 2011,,,,
1,Bogura,,,,
2,,,,,
3,Upazila,Unit,Person engaged Male,Person engaged Female,Person engaged Total
4,Adamdighi,198,995,987,1982
5,Bogra sadar,88,274,155,429
6,Dhunat,34,136,102,238
7,Gabtali,117,936,819,1755
8,Dhupchanchia,463,2740,1852,4592
9,Kahaloo,196,988,580,1568
10,Nandigram,11,100,25,125
11,Sariakandi,52,312,156,468
12,Sherpur,163,1650,1610,3260
13,Shibganj,80,320,240,560
14,Sonatola,82,255,212,467
15,Shajahanpur,9,70,24,94
16,Total,1493,8776,6762,15538
