,0,1,2,3,4,5
0,Use of chemical fertilizer 2010-11,,,,,
1,Bogura,,,,,
2,,,,,,
3,Upazila,UREA,TSP,MP,DAP,Others
4,Adamdighi,6800,1587,1300,940,150
5,Bogra sadar,11033,73,132,22,5
6,Dhunat,8668,755,837,299,200
7,Dhupchanchia,6500,1200,1100,1080,1340
8,Gabtali,8380,1251,1079,500,150
9,Kahaloo,8800,2690,2050,550,1466
10,Nandigram,11600,3945,2378,578,2391
11,Sariakandi,6283,528,434,290,450
12,Shajahanpur,7500,3875,3250,250,1000
13,Sherpur,12146,2210,1425,397,800
14,Shibganj,11560,2890,2500,220,1114
15,Sonatola,5720,925,980,420,1350
16,Total,104990,21929,17465,5546,9916
