,0,1,2,3,4
0,Number of agriculture holding by tenure,,,,
1,Bogura,,,,
2,(According to Agriculture Census 2008),,,,
3,Upazila,Total farm holding,Owner holding,Owner cum tenant,Tenant holding
4,Adamdighi,25763,26811,13002,6056
5,Bogra sadar,33587,76933,13766,16835
6,Dhunat,47691,43765,26265,3888
7,Dhupchanchia,26112,28128,12758,1704
8,Gabtali,52668,48683,27844,3783
9,Kahaloo,36337,28594,21339,2312
10,Nandigram,28403,28214,17808,3449
11,Sariakandi,38947,37292,15891,7985
12,Shajahanpur,33854,42304,15891,6529
13,Sherpur,39638,52109,18179,7502
14,Shibganj,59315,62435,28282,3600
15,Sonatola,30832,26487,15282,3463
16,Total,453147,501755,222482,67106
