,0,1,2,3,4
0,Number of branch of Grameen bank 2011,,,,
1,Bogura,,,,
2,,,,,
3,Upazila,Number of branch,Number of employee,Number of member,Number of account
4,Adamdighi,6,44,17840,17840
5,Bogra sadar,8,65,32787,32787
6,Dhunat,6,54,24468,24468
7,Gabtali,6,55,24065,29890
8,Dhupchanchia,3,26,5754,8514
9,Kahaloo,5,44,18478,22594
10,Nandigram,5,39,11163,14139
11,Sariakandi,3,24,11241,11241
12,Sherpur,5,39,16849,16849
13,Shibganj,6,57,24375,2520
14,Sonatola,6,62,27500,2300
15,Shajahanpur,5,40,19723,19723
16,Total,64,549,234243,202865
