,0,1,2,3
0,Daily average wage rate of agricultural labour 2011,,,
1,(Rate in taka),,,
2,Upazila,Labour Male,Labour Female,Labour Child (under 15 years old)
3,Magura Sadar,250,220,200
4,Mohammadpur,280,200,160
5,Shalikha,300,200,170
6,Sreepur,200,180,150
7,Average,258,200,170
