,0,1,2,3,4,5,6,7,8
0,"Number of kindergarten school (pre schooling), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila,Number of kindergarten school,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
3,Magura Sadar,36,36,74,110,1077,1116,2232,20
4,Mohammadpur,7,16,27,43,190,202,392,9
5,Shalikha,19,10,30,40,472,484,956,24
6,Sreepur,6,32,21,53,455,334,789,15
7,Total,68,94,152,246,2194,2136,4369,18
