,0,1,2,3,4,5,6,7,8
0,"Number of college, teacher and student by municipality 2011",,,,,,,,
1,Thakurgaon,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of college,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
4,Baliadangi,0,0,0,0,0,0,0,0
5,Haripur,0,0,0,0,0,0,0,0
6,Pirgonj,4,96,14,110,1012,796,1804,16
7,Ranisankail,1,40,5,45,1586,1078,2664,59
8,Thakurgaon Sadar,2,51,13,64,6050,4175,10225,160
9,Total,7,187,32,219,8648,6049,14693,67
