,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,"
Upazila","
Household",Population (000),Population (000),Population (000),Sex ratio (M/F),Average size of household,Density per sq. km.
2,"
Upazila","
Household",Male,Female,Total,Sex ratio (M/F),Average size of household,Density per sq. km.
3,Bhaluka,106935,217,213,430,102,3.95,969
4,Dhobaura,44007,96,100,196,97,4.44,778
5,Fulbaria,101189,223,225,448,99,4.43,1125
6,Gaffargaon,99093,211,220,431,96,4.34,1081
7,Gauripur,72047,160,163,323,98,4.47,1167
8,Haluaghat,69725,143,147,290,97,4.15,811
9,Ishwargonj,81070,187,189,376,99,4.63,1342
10,Muktagacha,96657,206,209,415,99,4.28,1320
11,Mymensingh Sadar,167472,391,385,776,102,4.51,2037
12,Nandail,87523,198,205,403,97,4.59,1234
13,Phulpur,135832,298,304,602,98,4.43,961
14,Trishal,93886,209,211,420,99,4.45,1239
15,Total,1155436,2539,2571,5110,99,4.39,1163
