,0,1,2,3,4,5
0,Employment status in handloom industry 2011,,,,,
1,"
Upazila",Number of handloom,Person engaged,Person engaged,Person engaged,"
Total"
2,"
Upazila",Number of handloom,Family member,Regular,Hired /Casual,"
Total"
3,Bhaluka,220,230,225,160,675
4,Dhobaura,0,0,0,0,0
5,Fulbaria,4,4,4,4,12
6,Gaffargaon,0,0,0,0,0
7,Gauripur,0,0,0,0,0
8,Haluaghat,90,50,90,40,180
9,Ishwargonj,50,350,100,25,475
10,Muktagacha,305,0,0,0,0
11,Mymensingh Sadar,60,30,15,20,65
12,Nandail,0,0,0,0,0
13,Phulpur,14,14,6,5,25
14,Trishal,0,0,0,0,0
15,Total,743,678,440,254,1432
