,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (class I-V), teacher and student by municipality, city corporation 2011",,,,,,,,,,
1,,,,,,,,,,,
2,Municipality /city corporation,Primary school Govt.,Primary school Non- govt.,Primary school Total,Teacher Govt.,Teacher Non- govt.,Teacher Total,Student Govt.,Student Non- govt.,Student Total,Student per teacher
3,Bagha,7,7,14,56,26,82,2728,1311,4039,49
4,Baghmara,8,8,16,51,30,81,2056,1112,3168,39
5,Charghat,8,2,10,51,8,59,2288,441,2729,46
6,Durgapur,5,4,9,33,12,45,1490,814,2304,51
7,Godagari,8,21,29,71,79,150,2877,3006,5883,39
8,Mohanpur,4,5,9,22,20,42,935,735,1670,40
9,Paba,15,4,19,144,15,159,4072,804,4876,31
10,Puthia,6,0,6,30,0,30,1656,0,1656,55
11,Rajshahi city corporation,47,14,61,332,46,378,32845,3479,36324,96
12,Tanore,11,13,24,67,33,100,2596,1663,4258,43
13,Total,119,78,197,857,269,1126,53543,13365,66907,59
