,0,1,2,3,4
0,Area and production at tobacco in following years,,,,
1,(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton)
2,"
Upazila",2010-11,2010-11,2009-10,2009-10
3,"
Upazila",Area,Production,Area,Production
4,Atpara,8,2,8,2
5,Barhatta,0,0,0,0
6,Durgapur,0,0,0,0
7,Kalmakanda,0,0,0,0
8,Kendua,12,7,10,6
9,Khaliajuri,0,0,0,0
10,Madan,0,0,0,0
11,Mohanganj,0,0,0,0
12,Netrokona Sadar,13,3,12,2
13,Purbadhala,0,0,0,0
14,Total,33,11,30,10
