,0,1,2,3,4,5,6,7,8
0,"Number of Government secondary school, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of  school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of  school,Male,Female,Total,Male,Female,Total,Students per teacher
4,Atpara,0,0,0,0,0,0,0,0
5,Barhatta,0,0,0,0,0,0,0,0
6,Durgapur,2,6,10,16,314,315,629,39
7,Kalmakanda,0,0,0,0,0,0,0,0
8,Kendua,1,12,3,15,581,29,610,41
9,Khaliajuri,0,0,0,0,0,0,0,0
10,Madan,0,0,0,0,0,0,0,0
11,Mohanganj,1,14,7,21,496,338,834,40
12,Netrokona Sadar,2,56,21,77,1129,1121,2250,29
13,Purbadhala,0,0,0,0,0,0,0,0
14,Total,6,88,41,129,2520,1803,4323,34
