,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,,,,,,,,,,
2, Upazila,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry
3, Upazila,Weaving/ handloom,Handy,Husking crafts mill,Goor processing,Biri factory,Salt processing,Dry fish processing,Pottery,Others
4,Atpara,0,0,73,0,0,0,0,44,0
5,Barhatta,0,0,539,0,0,0,0,44,0
6,Durgapur,1,0,150,0,0,0,0,0,0
7,Kalmakanda,0,0,624,0,0,0,50,55,239
8,Kendua,0,0,154,0,0,0,0,0,0
9,Khaliajuri,0,0,200,0,0,0,100,88,0
10,Madan,0,0,169,0,0,0,27,16,0
11,Mohanganj,0,0,592,0,0,0,14,66,0
12,Netrokona Sadar,0,1892,740,0,2,0,0,72,115
13,Purbadhala,0,0,265,0,0,0,0,105,
14,Total,1,1892,3506,0,2,0,191,490,354
