,0,1,2,3,4
0,Broad classification of area 2011,,,,
1,(In sq. km.),,,,
2,Upazila,Total area,Land area,"Reserve
forest","Riverine
area"
3,Jhenaigati,242.07,209.93,32.14,0
4,Nakla,173.89,172.1,0,1.79
5,Nalitabari,327.61,325.15,0.78,1.68
6,Sherpur Sadar,372.89,369.55,0,3.34
7,Sreebardi,248.25,229.37,18.88,0
8,Total,1364.67,1306.06,51.8,6.81
