,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,,,,,
2,(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton)
3,Upazila,2010-11,2010-11,2009-10,2009-10
4,Upazila,Area,Production,Area,Production
5,Jhenaigati,5,14,6,17
6,Nakla,14,64,14,613
7,Nalitabari,178,3118,169,2873
8,Sherpur Sadar,22,78,25,89
9,Sreebardi,0,0,0,0
10,Total,219,3274,214,3592
