,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Pubali and Uttara bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Pubali bank,Pubali bank,Pubali bank,Pubali bank,Pubali bank,Uttara bank,Uttara bank,Uttara bank,Uttara bank,Uttara bank
3, Upazila,Number of branch,Account,Account,Account,Account,Number of branch,Account,Account,Account,Account
4, Upazila,Number of branch,S.D,C.D,F.D,S.T.D,Number of branch,S.D,C.D,F.D,S.T.D
5,Jhenaigati,0,0,0,0,0,0,0,0,0,0
6,Nakla,0,0,0,0,0,0,0,0,0,0
7,Nalitabari,0,0,0,0,0,0,0,0,0,0
8,Sherpur Sadar,1,1212,345,123,27,1,204,68,39,0
9,Sreebardi,0,0,0,0,0,0,0,0,0,0
10,Total,1,1212,345,123,27,1,204,68,39,0
