,0,1,2,3
0,Daily average wage rate of agricultural labour 2011,,,
1,,,,
2,(Rate in taka) - Upazila,(Rate in taka) - Labour - Male,(Rate in taka) - Labour - Female,(Rate in taka) - Labour - Child (under 15 years old)
3,Alikadam,250,150,120
4,Bandarban Sadar,300,250,150
5,Lama,300,200,100
6,Naikhongchhari,300,200,170
7,Rowangchhari,250,200,150
8,Ruma,250,200,160
9,Thanchi,400,300,150
10,Average,293,214,143
