,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,Pirojpur,,,,,
2,,,,,,
3,Upazila,Name of Land/River/Sea port,Name of Important or historical/tourist place/object,Name of important /famous crop or food production,Customer care service providers name of cell phone operator,Distance between district head quarter  upazila by road (km)
4,Bhandaria,-,-,"Rice, Coconut, Nut","Grameen Phone, Robi  Banglalink",22
5,Kawkhali,-,Randrio-Asram sree-ooru-mondir,Batelnut,"Grameen Phone, Robi  Banglalink",25
6,Mathbaria,-,-,"Rice, Coconut, Nut","Grameen Phone, Robi  Banglalink",48
7,Nazirpur,-,-,Boru Rice,"Grameen Phone, Airtel, Robi  Banglalink",16
8,Nesarabad,-,Sarsina Madrasa,"Rice, Coconut, Nut, guava",-,40
9,Pirojpur Sadar, -,Rayer KatiJamider Bari Shib Mondir,"Rice, Coconut, nut, banana","Grameen Phone, Airtel, Citycel, Robi  Banglalink", -
10,Zianagar,-,-,"Rice, Coconut, Nut",Grameen Phone,21
