,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,,,,,,
2,(Wage in taka) - Upazila,(Wage in taka) - Porter (coolee),(Wage in taka) - Garden labour male,(Wage in taka) - Garden female labour,(Wage in taka) - Other labour (Adult),(Wage in taka) - Other labour (Child)
3,Abhaynagar,300,250,150,200,100
4,Bagherpara,300,150,120,150,100
5,Chaugachha,200,200,120,140,70
6,Jessore Sadar,310,250,150,200,120
7,Jhikargachha,200,150,100,180,100
8,Keshabpur,250,150,90,150,60
9,Manirampur,300,250,200,250,100
10,Sharsha,250,180,130,160,120
11,Average,264,198,133,179,96
