,0,1,2,3,4
0,Area and production of turmeric and ginger 2009-10,,,,
1,,,,,
2,(Area in acre and production in metric ton) - Upazila,(Area in acre and production in metric ton) - Turmeric - Area,(Area in acre and production in metric ton) - Turmeric - Production,(Area in acre and production in metric ton) - Ginger - Area,(Area in acre and production in metric ton) - Ginger - Production
3,Abhaynagar,49,147,18,65
4,Bagherpara,252,1292,9,22
5,Chaugachha,309,1638,4,14
6,Jessore Sadar,237,839,22,56
7,Jhikargachha,300,1860,14,36
8,Keshabpur,755,2411,13,28
9,Manirampur,443,1994,27,119
10,Sharsha,338,338,2,10
11,Total,2683,10519,109,350
