,0,1,2,3,4
0,Number of bakery and person engaged 2011,,,,
1,Chittagong,,,,
2,,,,,
3,Upazila/City corporation,Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
4,Anowara,28,62,85,147
5,Banshkhali,47,47,235,282
6,Boalkhali,13,36,60,96
7,Chandanaish,42,46,126,172
8,Chittagong City Corporation,343,631,1762,2393
9,Fatikchhari,43,26,363,389
10,Halishahar,28,54,112,166
11,Hathazari,50,50,0,50
12,Lohagara,10,50,30,80
13,Mirsharai,27,33,137,170
14,Rangunia,25,27,43,70
15,Raozan,35,28,175,203
16,Sandwip,33,45,195,240
17,Satkania,35,43,105,148
18,Sitakunda,31,43,59,102
19,Patiya,62,125,245,370
20,Total,824,1292,3620,4912
