,0,1,2,3,4
0,Number of branch of Grameen bank 2011,,,,
1,Chittagong,,,,
2,,,,,
3,Upazila/City corporation,Number of branch,Number of employee,Number of member,Number of account
4,Anowara,0,0,0,0
5,Banshkhali,9,59,20221,25487
6,Boalkhali,5,41,18500,20350
7,Chandanaish,2,32,255,5100
8,Chittagong City Corporation,4,48,11550,12166
9,Fatikchhari,9,52,18726,18726
10,Hathazari,7,42,21000,30000
11,Lohagara,5,35,9610,11802
12,Mirsharai,10,92,27820,30850
13,Patiya,8,85,27300,40310
14,Rangunia,5,27,7566,7566
15,Raozan,3,28,6986,9500
16,Sandwip,9,180,3820,30520
17,Satkania,5,32,10150,14577
18,Sitakunda,5,41,839,247
19,Total,86,794,184343,257201
