,0,1,2,3,4
0,"Area of high, medium and low land 2008",,,,
1,Chittagong,,,,
2,,,,,
3,Upazila/City corporation,High land,Medium land,Low land,Total land
4,Anowara,10966,20646,8937,40549
5,Banshkhali,19826,26153,47153,93132
6,Boalkhali,4588,15515,11145,31248
7,Chandanaish,5665,20539,23708,49912
8,Chittagong City Corporation,7612,24496,43144,75252
9,Fatikchhari,23796,64761,102585,191142
10,Hathazari,4561,14827,41478,60866
11,Lohagara,9071,7012,47884,63967
12,Mirsharai,11484,83581,24254,119320
13,Patiya,7207,18043,27098,52348
14,Rangunia,6831,25249,57254,89334
15,Raozan,8071,16496,36365,60932
16,Sandwip,27877,38503,122014,188394
17,Satkania,6303,26722,36403,69428
18,Sitakunda,51888,45620,22079,119587
19,Total,430165,755113,120132,1305411
