,0,1,2,3,4
0,Number of establishment and person engaged in cottage industry 2011,,,,
1,Chittagong,,,,
2,,,,,
3,Upazila/City corporation,Number of unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
4,Anowara,218,538,0,538
5,Banshkhali,2459,2025,750,2775
6,Boalkhali,1543,850,693,1543
7,Chandanaish,92,184,65,249
8,Chittagong City Corporation,495,959,1121,2080
9,Fatikchhari,877,2631,448,3079
10,Hathazari,350,450,0,450
11,Lohagara,0,0,0,0
12,Mirsharai,604,1310,718,2028
13,Patiya,220,350,660,101092
14,Rangunia,522,1000,150,1150
15,Raozan,97,183,0,183
16,Sandwip,0,0,0,0
17,Satkania,161,67,210,277
18,Sitakunda,1778,1843,561,2404
19,Total,9426,12390,5376,117838
