,0,1,2,3,4,5
0,"Number of hat-bazar, growth centre, hotel  restaurant 2011",,,,,
1,Chittagong,,,,,
2,,,,,,
3,Upazila/City corporation,Daily bazar,Weekly hat,Growth centre,Restaurant,Hotel (residential)
4,Anowara,3,25,5,6,0
5,Banshkhali,5,30,9,321,4
6,Boalkhali,5,21,6,245,0
7,Chandanaish,18,35,0,52,1
8,Chittagong City Corporation,70,3,26,1191,146
9,Fatikchhari,63,22,8,195,7
10,Hathazari,2,35,8,1200,15
11,Lohagara,1,19,0,200,3
12,Mirsharai,26,29,17,234,5
13,Patiya,1,6,12,36,2
14,Rangunia,22,22,13,231,6
15,Raozan,5,26,5,352,0
16,Sandwip,17,42,0,122,125
17,Satkania,8,24,4,124,1
18,Sitakunda,23,23,6,73,3
19,Total,269,362,119,4582,318
