,0,1,2,3,4
0,Number of published newspaper  television centre 2011,,,,
1,Chittagong,,,,
2,,,,,
3,Upazila/City corporation,Daily newspaper,Weekly newspaper,Magazine,Television centre
4,Anowara,0,0,0,0
5,Banshkhali,0,1,0,0
6,Boalkhali,0,0,0,0
7,Chandanaish,0,0,0,0
8,Chittagong City Corporation,46,3,3,3
9,Fatikchhari,0,0,0,0
10,Hathazari,0,0,0,0
11,Lohagara,0,0,0,0
12,Mirsharai,0,3,2,0
13,Patiya,0,0,0,0
14,Rangunia,0,0,1,0
15,Raozan,0,0,0,0
16,Sandwip,0,2,0,0
17,Satkania,0,0,0,0
18,Sitakunda,0,0,0,0
19,Total,46,9,6,3
