,0,1,2,3,4
0,Number of wooden furniture and person engaged 2011,,,,
1,Chittagong,,,,
2,,,,,
3,Upazila/City corporation,Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
4,Anowara,31,56,14,70
5,Banshkhali,155,310,465,775
6,Boalkhali,250,500,2000,2500
7,Chandanaish,82,82,246,328
8,Chittagong City Corporation,790,824,2632,3456
9,Fatikchhari,982,1945,2968,4913
10,Hathazari,400,500,600,1100
11,Lohagara,500,250,200,450
12,Mirsharai,840,877,2562,3439
13,Patiya,130,200,390,590
14,Rangunia,391,407,1173,1580
15,Raozan,530,615,2120,2735
16,Sandwip,30,45,120,165
17,Satkania,167,183,452,635
18,Sitakunda,149,208,237,445
19,Total,5427,7002,16179,23181
