,0,1,2,3
0,Length of railway and water way 2011,,,
1,(Kilometer),,,
2, Upazila,"Total railway (all broad gage, meter gage & duel gage)",Water way in monsoon (river + canal),Water way round the year (river + canal)
3,Bakshiganj,0,20,0
4,Dewanganj,8,90,20
5,Islampur,15,80,25
6,Jamalpur Sadar,46,58,35
7,Madarganj,0,60,35
8,Melandaha,20,26,0
9,Sarishabari,37,80,43
10,Total,126,414,158
