,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,,,,,,,,
2,Upazila,Household,Population (000) - Male,Population (000) - Female,Population (000) - Both sex,Sex ratio (M/F),Average size of household,Density per sq. km.
3,Bakshiganj,52222,107718,111212,218930,97,4.19,919
4,Dewanganj,60716,126623,131510,258133,96,4.25,965
5,Islampur,74963,148439,149990,298429,99,3.98,845
6,Jamalpur Sadar,152174,301912,313160,615072,96,4.01,1209
7,Madarganj,63704,130339,133269,263608,98,4.14,1170
8,Melandaha,79390,154110,159072,313182,97,3.93,1212
9,Sarishabari,80198,159583,165737,325320,96,4..05,1235
10,Total,563367,1128724,1163950,2292674,97,4.06,1084
