,0,1,2,3,4,5
0,Use of chemical fertilizer 2010-11,,,,,
1,(In metric ton),,,,,
2,Upazila/City corporation,UREA,TSP,MP,DAP,Other
3,Balaganj,4810,2350,2040,50,0
4,Beanibazar,1098,83,112,0,0
5,Bishwanath,1267.7,203.35,363.35,0,0
6,Companiganj,593,53,53.55,0,0
7,Dakhin surma,3000,700,350,100,206
8,Fenchuganj,702.7,115.85,125.85,0,0
9,Golapganj,150,50,38,11,5
10,Gowainghat,1360,156,178,0,0
11,Jaintiapur,565,50,0,105,15
12,Kanaighat,1365,335,300,18,0
13,Sylhet city corporation,0,0,0,0,0
14,Sylhet sadar,2792,2163,1057,0,320
15,Zakiganj,1146,79,108,0,0
16,Total,18849.4,6338.2,4725.75,284,546
