,0,1,2,3,4,5,6,7,8
0,Number of warehouse and their storage capacity 2011,,,,,,,,
1,(Capacity in metric ton),,,,,,,,
2,Upazila/City corporation,Food godown Number,Food godown Capacity,Fertilizer godown Number,Fertilizer godown Capacity,Jute godown Number,Jute godown Capacity,Other godown Number,Other godown Capacity
3,Balaganj,3,1500,1,1000,0,0,0,0
4,Beanibazar,5,2500,0,0,0,0,0,0
5,Bishwanath,3,1500,1,1000,0,0,0,0
6,Companiganj,3,1950,2,150,0,0,0,0
7,Dakhin surma,0,0,0,0,0,0,0,0
8,Fenchuganj,3,1450,2,33500,0,0,0,0
9,Golapganj,1,500,0,0,0,0,0,0
10,Gowainghat,1,500,0,0,0,0,0,0
11,Jaintiapur,2,1000,0,0,0,0,0,0
12,Kanaighat,2,1000,0,0,0,0,0,0
13,Sylhet city corporation,3,1450,2,33500,0,0,0,0
14,Sylhet sadar,0,0,0,0,0,0,2,40
15,Zakiganj,1,500,0,0,0,0,0,0
16,Total,27,13850,8,69150,0,0,2,40
