,0,1,2,3,4,5,6
0,"Area and production of mango, litchi and blackberry 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila/City corporation,Mango Area,Mango Production,Litchi Area,Litchi Production,Blackberry Area,Blackberry Production
3,Balaganj,0,0,0,0,0,0
4,Beanibazar,110,2.88,15,168,2,3.9
5,Bishwanath,230,466,50,30,6,3
6,Companiganj,12,82,0,0,0,0
7,Dakhin surma,2,20,0,0,1,2
8,Fenchuganj,1,10,0,7.5,0,0
9,Golapganj,150,90,5,2.5,1,1
10,Gowainghat,217,168.16,0,0,35,61.87
11,Jaintiapur,90,25,21,11,0,0
12,Kanaighat,556,180,121,8,0,0
13,Sylhet city corporation,0,0,0,0,0,0
14,Sylhet sadar,67,400,5,4,2.47,1.5
15,Zakiganj,0,0,0,0,0,0
16,Total,1435,1444.04,217,231,47.47,73.27
