,0,1,2,3,4,5,6
0,"Area and production of jackfruit, banana and pineapple 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila/City corporation,Jackfruits Area,Jackfruits Production,Banana Area,Banana Production,Pineapple Area,Pineapple Production
3,Balaganj,0,0,0,0,0,0
4,Beanibazar,95,7.92,7,28,37,3.17
5,Bishwanath,54,217,43,187,0,0
6,Companiganj,10,45,0,0,0,0
7,Dakhin surma,50,590,0,0,0,0
8,Fenchuganj,50,786,120,86.1,15,55.5
9,Golapganj,112,325,24,67,0,0
10,Gowainghat,90,132.5,90,234.64,52,20.71
11,Jaintiapur,268,516,6,56,174,22000
12,Kanaighat,124,475,0,0,0,0
13,Sylhet city corporation,0,0,0,0,0,0
14,Sylhet sadar,86,280,37,180,5,50
15,Zakiganj,0,0,0,0,0,0
16,Total,939,3374.42,327,838.74,283,22129.38
