,0,1,2,3,4,5
0,"Number of hat, bazar, growth centre, hotel & restaurant 2011",,,,,
1,,,,,,
2,Upazila/City corporation,Daily bazar,Weekly hat,Growth Centre,Restaurant,Hotel (residential)
3,Balaganj,26,17,5,258,1
4,Beanibazar,7,26,7,75,4
5,Bishwanath,6,38,4,38,1
6,Companiganj,2,17,4,35,4
7,Dakhin surma,27,8,11,6,18
8,Fenchuganj,10,5,2,20,0
9,Golapganj,36,12,5,47,0
10,Gowainghat,39,18,4,156,7
11,Jaintiapur,0,3,3,36,0
12,Kanaighat,32,27,5,350,5
13,Sylhet city corporation,15,1,0,498,161
14,Sylhet sadar,27,0,4,83,5
15,Zakiganj,4,2,6,44,4
16,Total,231,174,60,1646,210
