,0,1,2,3,4,5,6,7,8
0,Number of small scale and cottage industry 2011,,,,,,,,
1,,,,,,,,,
2,Upazila/City corporation,Small scale and cottage industry Weaving / Handloom,Small scale and cottage industry Handy,Small scale and cottage industry Husking crafts mill,Small scale and cottage industry Goor proce- ssing,Small scale and cottage industry Biri factory,Small scale and cottage industry Salt proce- ssing,Small scale and cottage industry Dry fish processing,Small scale and cottage industry Pottery
3,Balaganj,0,0,206,0,0,0,0,0
4,Beanibazar,0,100,100,0,0,0,0,0
5,Bishwanath,0,0,454,0,0,0,0,0
6,Companiganj,0,0,70,0,0,0,0,0
7,Dakhin surma,0,80,108,0,0,0,0,0
8,Fenchuganj,0,65,92,0,0,0,0,0
9,Golapganj,0,30,53,0,0,0,0,0
10,Gowainghat,15,15,27,0,0,0,0,0
11,Jaintiapur,0,150,1070,0,0,0,0,0
12,Kanaighat,0,70,85,0,0,0,0,0
13,Sylhet city corporation,0,0,0,0,0,0,0,0
14,Sylhet sadar,0,0,250,0,0,0,0,13
15,Zakiganj,0,130,142,0,0,0,0,0
16,Total,15,640,2657,0,0,0,0,13
