,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,,,,,,
2,Upazila/City corporation,Class-I,Class-II,Class-III,Class-IV,Number of total employee
3,Balaganj,51,30,393,199,673
4,Beanibazar,36,25,338,140,539
5,Bishwanath,38,28,363,107,536
6,Companiganj,34,16,167,79,296
7,Dakhin surma,34,17,328,74,454
8,Fenchuganj,34,17,328,75,454
9,Golapganj,67,36,375,129,607
10,Gowainghat,39,24,761,117,941
11,Jaintiapur,35,28,267,101,431
12,Kanaighat,19,26,707,116,868
13,Sylhet city corporation,856,323,1743,1596,4518
14,Sylhet sadar,13,14,90,32,149
15,Zakiganj,49,17,762,138,966
16,Total,1305,601,6622,2903,11432
