,0,1,2,3,4
0,"Number of registered rickshaw, van, easy-bike and auto-rickshaw 2011",,,,
1,,,,,
2,Upazila/City corporation,Rickshaw,Van,Easy-bike and auto-rickshaw,Tempo
3,Balaganj,350,75,176,65
4,Beanibazar,1300,264,205,45
5,Bishwanath,1855,982,1285,678
6,Companiganj,750,71,50,67
7,Dakhin surma,500,100,150,20
8,Fenchuganj,307,1017,270,187
9,Golapganj,280,200,100,80
10,Gowainghat,167,25,57,25
11,Jaintiapur,300,20,130,71
12,Kanaighat,500,100,150,20
13,Sylhet city corporation,24431,500,1250,49
14,Sylhet sadar,6213,190,893,679
15,Zakiganj,56,0,45,5
16,Total,37009,3544,4761,1991
