,0,1,2,3,4
0,Number of different club 2011,,,,
1,,,,,
2,Upazila/City corporation,Sports club,Cultural club,Science club,"Other social club (like officers’ club, rifle club etc.)"
3,Balaganj,1,14,0,1
4,Beanibazar,4,2,0,8
5,Bishwanath,18,3,0,4
6,Companiganj,21,0,0,3
7,Dakhin surma,52,13,0,0
8,Fenchuganj,0,0,0,2
9,Golapganj,2,5,1,6
10,Gowainghat,2,1,0,15
11,Jaintiapur,19,1,0,2
12,Kanaighat,0,0,0,0
13,Sylhet city corporation,43,33,2,2
14,Sylhet sadar,250,25,0,3
15,Zakiganj,2,2,0,1
16,Total,414,99,3,47
