,0,1,2,3,4
0,Area and production of potato by type 2009-10,,,,
1,(Area in acre and production in metric ton),,,,
2,Upazila/City corporation,Potato Area,Potato Production,Sweet potato Area,Sweet potato Production
3,Balaganj,50,144,0,0
4,Beanibazar,123,16,10,10
5,Bishwanath,960,2720,0,0
6,Companiganj,177,388,93,190
7,Dakhin surma,470,1287,0,0
8,Fenchuganj,28,98,27,38
9,Golapganj,210,300,0,0
10,Gowainghat,260,742,54,138
11,Jaintiapur,25,109,30,3
12,Kanaighat,0,0,124,250
13,Sylhet city corporation,0,0,0,0
14,Sylhet sadar,185,1400,32,230
15,Zakiganj,123,750,0,0
16,Total,2611,7954,370,859
