,0,1,2,3,4,5,6
0,"Number of bridge, culvert, shako and pool 2011",,,,,,
1,,,,,,,
2,Upazila/City corporation,Bridge,Bailey Bridge,Culvert,Pool,Shako,others
3,Balaganj,1033,0,15,15,15,0
4,Beanibazar,447,0,327,203,127,5
5,Bishwanath,34,0,360,26,45,0
6,Companiganj,58,0,140,9,6,0
7,Dakhin surma,56,0,267,0,90,0
8,Fenchuganj,18,0,125,0,135,0
9,Golapganj,6,2,1206,1,5,0
10,Gowainghat,90,2,176,19,23,0
11,Jaintiapur,3,0,21,0,36,0
12,Kanaighat,8,0,395,0,0,0
13,Sylhet city corporation,2,0,29,0,0,0
14,Sylhet sadar,593,0,314,0,10,0
15,Zakiganj,143,0,250,0,32,0
16,Total,2491,4,3625,273,524,5
