,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Pubali and Uttara bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Pubali bank - Number of branch,Pubali bank - Account - S.D,Pubali bank - Account - C.D,Pubali bank - Account - F.D,Pubali bank - Account - S.T.D,Uttara bank - Number of branch,Uttara bank - Account - S.D,Uttara bank - Account - C.D,Uttara bank - Account - F.D,Uttara bank - Account - S.T.D
3,Bagerhat Sadar,1,2014,326,606,18,1,2172,820,888,16
4,Kachua,0,0,0,0,0,0,0,0,0,0
5,Rampal,0,0,0,0,0,0,0,0,0,0
6,Sarankhola,0,0,0,0,0,0,0,0,0,0
7,Chitalmari,0,0,0,0,0,0,0,0,0,0
8,Morrelgonj,0,0,0,0,0,0,0,0,0,0
9,Mongla,1,3100,276,125,8,1,4254,507,434,10
10,Mollahat,0,0,0,0,0,0,0,0,0,0
11,Fakirhat,0,0,0,0,0,0,0,0,0,0
12,Total,2,5114,602,731,26,2,6426,1327,1322,26
