,0,1,2,3
0,"Number of railway station, steamer, launch station and bus stand 2011",,,
1,Narayanganj,,,
2,,,,
3,Upazila,Railway station,Steamer/launch station,Bus stand
4,Araihazar,0,2,18
5,Bandar,0,1,8
6,Narayanganj Sadar,4,2,7
7,Rupganj,0,0,9
8,Sonargaon,0,4,12
9,Total,4,9,54
