,0,1,2,3,4,5,6
0,"Area and production of wheat, jute and sugarcane 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila Upazila Akkelpur Joypurhat sadar Kalai Khetlal Panchbibi Total,Wheat Area 217 910 28 68 2850 4073,Wheat Production 142 941 22 59 3295 4458,Jute Area 82 2601 2 80 115 2880,Jute Production 78 2192 1 58 117 2447,Sugarcane Area 155 2017 0 15 1003 3190,Sugarcane Production 3062 41375 0 236 24087 68760
3,Upazila,Lentil (Masur),Lentil (Masur),Mug,Mug,Maize,Maize
4,Upazila,Area,Production,Area,Production,Area,Production
5,Akkelpur,18,7,0,0,332,1125
6,Joypurhat sadar,122,62,5,2,475,1276
7,Kalai,6,2,0,0,0,0
8,Khetlal,31,16,0,0,29,46
9,Panchbibi,133,48,18,5,0,0
10,Total,309,135,23,7,836,2447
