,0,1,2,3,4
0,Number of fisherman and production of fish in following years,,,,
1,,,,,
2,(Production in Metric Ton) -  Upazila,(Production in Metric Ton) - 2010-11 - Number,(Production in Metric Ton) - 2010-11 - Production,(Production in Metric Ton) - 2009-10 - Number,(Production in Metric Ton) - 2009-10 - Production
3,Bhandaria,5000,166,4800,173
4,Kawkhali,1320,48,1260,45
5,Mathbaria,4474,3682,4064,3547
6,Nazirpur,2041,987,2041,975
7,Nesarabad,2562,1765,2275,1762
8,Pirojpur Sadar,6430,649,1075,597
9,Zianagar,1541,505,1525,504
10,Total,23368,7802,17040,7603
