,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,,,,,,,,
2, Upazila, Households,Population(000) - Male,Population(000) - Female,Population(000) - Both Sex,Sex ratio (M/F),Average size of household,Density per sq. km.
3,Badarganj,71982,144,143,288,101,3.99,955
4,Gangachara,73463,150,148,298,102,4.04,1105
5,Kaunia,56263,113,115,228,98,4.04,1543
6,Mithapukur,135073,252,256,508,99,3.75,985
7,Pirgachha,82623,153,160,313,96,3.78,1174
8,Pirganj,101640,192,193,385,99,3.78,937
9,Rangpur sadar,165017,367,351,718,104,4.2,1998
10,Taraganj,34119,72,71,143,102,4.16,1108
11,Total,720180,1444,1437,2881,100,3.96,1200
