,0,1,2,3,4,5,6,7
0,Number of jute mill and number of worker 2011,,,,,,,
1,,,,,,,,
2, Upazila,Number of mill,Number of loom (installed),Number of loom - Operative,Number of loom - Non- operational,Number of workers - Permanent,Number of workers - Temporary,Number of workers - Total
3,Badarganj,0,0,0,0,0,0,0
4,Gangachara,0,0,0,0,0,0,0
5,Kaunia,1,41,41,0,282,0,282
6,Mithapukur,0,0,0,0,0,0,0
7,Pirgachha,0,0,0,0,0,0,0
8,Pirganj,0,0,0,0,0,0,0
9,Rangpur sadar,3,75,70,5,35,250,285
10,Taraganj,0,0,0,0,0,0,0
11,Total,4,116,111,5,317,250,567
