,0,1,2,3,4,5,6
0,"Area and production of brinjal, lady s finger and arum 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Brinjal - Area,Brinjal - Production,Lady’s finger - Area,Lady’s finger - Production,Arum - Area,Arum - Production
3,Alfadanga,109,377,34,41,54,162
4,Bhanga,57,228,12,34,62,214
5,Boalmari,123,173,61,78,68,136
6,Charbhadrashon,30,60,16,5,35,121
7,Faridpur Sadar,395,3110,375,1125,575,1690
8,Madhukhali,375,3700,200,640,25,100
9,Nagarkanda,37,185,109,164,105,367
10,Sadarpur,270,1080,42,84,66,165
11,Saltha,34,170,91,136,77,269
12,Total,1430,9083,940,2307,1067,3224
