,0,1,2,3,4,5,6,7,8
0,"Number of school  college (operating jointly), teacher and student 2011",,,,,,,,
1,Satkhira,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of institute,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
4,Assasuni,3,77,9,86,1230,952,2182,25
5,Debhata,0,0,0,0,0,0,0,0
6,Kalaroa,0,0,0,0,0,0,0,0
7,Kaliganj,1,33,3,36,557,391,948,26
8,Satkhira Sadar,1,16,11,27,357,180,537,20
9,Shyamnagar,3,61,7,68,1034,884,1918,28
10,Tala,1,9,2,11,230,193,423,38
11,Total,9,196,32,228,3408,2600,6008,26
