,0,1,2,3,4,5,6
0,"Area and production of pumpkin, parble (potol) and cabbage 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Pumpkin Area,Pumpkin Production,Parble (potol) Area,Parble (potol) Production,Cabbage Area,Cabbage Production
3,Assasuni,34,35,5,9,51,388
4,Debhata,65,430,99,380,110,396
5,Kalaroa,140,548,515,1689,106,439
6,Kaliganj,196,857,88,452,190,922
7,Satkhira Sadar,114,382,79,207,82,459
8,Shyamnagar,63,336,0,0,20,119
9,Tala,237,1424,491,2133,418,2654
10,Total,849,4012,1277,4870,977,5377
