,0,1,2,3,4,5,6
0,Land area under irrigation for selected crops 2008,,,,,,
1,Satkhira,,,,,,
2,,,,,,,
3,Upazila,Paddy,Paddy,Wheat,Wheat,Potato,Potato
4,Upazila,Total area,Irrigated area,Total area,Irrigated area,Total area,Irrigated area
5,Assasuni,27007,12262,54,36,674,345
6,Debhata,17234,8896,149,102,468,790
7,Kalaroa,48477,30439,1051,1050,448,448
8,Kaliganj,38645,17594,354,122,2529,1660
9,Satkhira Sadar,82535,52760,1740,1560,1494,1402
10,Shyamnagar,35720,9574,33,17,1969,850
11,Tala,53642,41911,1479,1015,2373,2350
12,Total,303260,173438,4860,3902,9955,7845
