,0,1,2,3,4,5,6,7,8
0,"Number of Government primary school (class I-V), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of Government primary school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Bagerhat Sadar,109,359,172,531,8352,9050,17402,33
4,Kachua,48,91,136,227,3304,3290,6594,29
5,Rampal,67,172,113,285,4901,4950,9851,35
6,Sarankhola,34,80,90,170,2438,2862,5300,31
7,Chitalmari,63,89,183,272,4091,4295,8386,30
8,Morrelgonj,138,208,367,575,10275,8993,19268,34
9,Mongla,32,45,68,113,2701,2931,5632,56
10,Mollahat,59,130,147,277,6133,5933,12066,44
11,Fakirhat,53,102,163,265,4840,4835,9675,36
12,Total,603,1276,1439,2715,47035,47139,94174,34
