,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,,,,,,,,
2,Upazila,Household,Population (000) - Male,Population (000) - Female,Population (000) - Both sex,Sex ratio (M/F),Average size of household,Density per sq. km.
3,Bagerhat Sadar,64022,134,133,266,101,4.11,977
4,Kachua,23201,48,49,97,97,4.17,737
5,Rampal,38173,78,77,155,100,4.04,462
6,Sarankhola,28581,62,57,119,110,4.19,157
7,Chitalmari,30264,69,69,139,100,4.58,723
8,Morrelgonj,75968,143,151,295,95,3.87,639
9,Mongla,32383,71,65,137,110,4.02,93
10,Mollahat,28498,65,66,131,99,4.55,697
11,Fakirhat,33133,69,68,138,101,4.14,858
12,Total,354223,740,736,1476,101,4.13,373
