,0,1,2,3,4,5
0,Cropped area sprayed with plant protection measures 2008,,,,,
1,"
Upazila",Total farm holding,Total farm holding,Spraying farm holding,Spraying farm holding,Reporting area sprayed
2,"
Upazila",Number,Cropped area,Number,Cropped area,Reporting area sprayed
3,Dimla,37831,52423,30264,41857,37671
4,Domar,54395,50348,45488,50348,25318
5,Jaldhaka,52500,58190,23200,15500,15500
6,Kishorgonj,32465,36502,32265,36400,36300
7,Nilphamary Sadar,23250,60200,2000,4000,20000
8,Sayedpur,15219,21205,15219,21205,21005
9,Total,215660,278868,148436,169310,155794
