,0,1,2,3
0,"Number of railway station, steamer, launch station and bus stand 2011",,,
1,Upazila,Railway station,"Steamer/launch
station",Bus stand
2,Dimla,0,0,8
3,Domar,3,0,2
4,Jaldhaka,0,0,5
5,Kishorgonj,0,0,6
6,Nilphamary Sadar,5,0,3
7,Sayedpur,1,0,3
8,Total,9,0,27
