,0,1,2,3,4
0,"Number of branch of specialized (Krishi, Co-operative etc) bank 2011",,,,
1,Upazila,Number of branch,"Number of
employee","Number of
savings A/C",Number of current A/C
2,Dimla,4,22,16292,1931
3,Domar,4,23,7546,264
4,Jaldhaka,4,27,16620,337
5,Kishorgonj,3,18,26627,422
6,Nilphamary Sadar,4,39,9122,724
7,Sayedpur,3,37,9491,1371
8,Total,22,166,85698,5049
